65 9 4 0 1
77 11 5 0 1
58 10 4 0 1
39 8 3 0 1
145 24 6 1 1
343 65 5 2 0
34 6 4 0 1
294 56 2 4 0
69 10 2 0 1
46 7 5 0 1
89 13 4 0 1
82 14 4 0 1
70 12 4 0 1
78 12 4 0 1
655 130 9 1 1
266 42 5 2 1
122 25 1 2 1
48 7 2 0 1
80 14 4 0 1
224 42 5 4 1
277 48 11 1 1
96 17 4 0 1
554 100 9 2 1
293 48 7 0 1
71 13 3 0 1
201 34 5 1 1
85 15 2 0 1
157 32 4 0 1
97 18 0 1 1
231 47 3 0 1
144 27 3 2 1
95 20 1 0 1
253 44 6 1 0
167 25 5 1 1
48 9 1 0 1
59 13 3 1 1
68 13 3 0 1
126 29 4 2 1
217 40 4 2 1
165 31 7 0 1
124 17 6 0 1
99 18 4 0 1
58 11 4 0 1
57 9 3 0 1
90 14 2 0 1
68 10 2 0 0
63 11 2 0 1
74 13 3 0 1
86 14 2 0 1
532 83 2 1 0
160 29 4 1 1
95 17 3 1 1
140 27 1 1 1
173 29 7 2 1
146 28 3 1 1
76 13 3 0 1
251 46 5 2 1
64 11 2 0 1
143 23 4 1 1
62 11 1 0 1
105 23 1 0 0
71 11 4 0 1
81 14 7 0 1
82 13 2 0 1
87 14 2 0 1
116 20 4 0 1
82 16 2 0 1
178 27 4 0 1
79 14 2 0 1
110 17 3 0 1
110 16 2 0 1
80 13 1 0 1
59 10 3 0 1
194 35 6 2 1
140 26 3 2 1
142 20 7 0 1
194 31 8 4 1
182 33 2 2 1
181 32 4 2 1
583 103 8 3 1
60 12 2 2 1
217 42 1 2 1
100 16 5 0 1
51 11 2 0 1
141 22 6 1 1
295 50 5 0 1
246 46 2 2 1
136 22 3 0 1
85 15 0 2 0
205 36 7 0 1
115 19 4 0 1
58 10 3 0 1
40 8 2 0 0
88 17 3 2 1
122 21 4 0 1
95 17 2 0 1
127 25 2 1 0
97 15 2 2 0
89 18 3 2 1
74 13 3 0 1
532 83 2 1 0
80 13 5 2 0
127 19 5 1 1
47 12 2 0 1
57 9 2 0 1
89 14 3 0 1
139 23 6 0 1
41 7 2 2 1
48 10 3 0 1
48 7 3 0 1
97 18 1 0 1
112 18 0 1 1
59 10 3 0 1
96 16 2 1 1
135 21 6 0 1
55 8 2 0 1
99 18 2 0 0
146 28 3 2 0
62 11 2 0 1
70 14 2 0 1
187 33 4 1 1
92 13 1 0 1
47 7 4 0 0
80 14 3 0 1
111 19 4 0 1
75 15 3 0 1
76 16 3 0 1
132 22 7 0 1
64 12 5 0 1
99 17 2 0 1
90 16 4 0 1
50 9 3 0 1
73 12 2 1 1
108 17 4 0 1
94 15 6 2 1
138 23 4 0 1
68 12 2 1 1
63 11 3 0 1
68 14 7 0 1
58 9 2 0 1
110 16 3 0 1
98 17 6 1 1
47 9 2 0 1
88 14 4 0 1
34 6 4 0 1
107 18 2 1 1
79 13 0 1 0
70 12 3 1 1
792 141 9 1 1
39 8 3 0 1
60 14 3 1 1
94 14 3 1 1
39 7 2 0 1
53 10 1 2 1
87 15 4 0 0
35 5 2 1 0
47 10 0 1 0
283 54 4 1 1
59 10 2 1 1
143 27 3 1 1
590 106 4 2 1
432 80 6 4 1
159 28 6 1 1
49 6 4 0 1
431 72 4 2 0
435 73 8 0 1
278 50 4 2 1
71 14 3 0 1
166 31 1 0 1
183 29 3 2 1
55 8 4 0 1
100 14 7 0 1
70 14 3 0 1
532 83 2 1 0
80 9 5 0 1
74 13 3 0 1
148 26 4 0 1
53 9 4 0 1
52 10 1 0 1
142 25 3 1 1
131 19 2 0 1
218 41 1 2 0
49 7 3 0 1
170 32 3 2 1
94 17 3 0 1
102 18 1 0 1
46 8 2 0 1
76 13 4 0 1
274 47 9 0 1
123 21 2 0 1
147 30 4 0 1
76 13 4 0 1
65 11 4 1 1
139 26 2 0 1
72 14 1 0 1
61 10 2 1 1
49 6 4 0 1
54 10 1 0 1
48 10 0 2 0
38 8 1 0 1
88 13 2 0 1
55 9 2 0 1
61 10 3 0 1
590 106 4 2 1
432 80 6 4 1
86 13 3 0 1
431 72 4 2 0
271 51 5 1 0
282 53 3 3 1
109 18 5 0 1
193 35 8 0 1
53 9 3 0 1
80 14 2 0 1
74 13 3 0 1
128 19 4 0 1
57 8 4 0 1
532 83 2 1 0
61 14 3 0 1
59 10 3 0 1
57 8 6 0 1
70 12 3 1 1
39 6 1 0 1
84 15 3 0 1
135 22 4 0 1
157 26 5 0 1
108 20 2 2 1
106 17 2 1 1
126 17 2 0 1
85 14 2 0 1
51 9 3 0 1
67 13 1 0 0
234 42 7 3 1
146 28 1 2 0
54 9 3 0 1
62 11 2 1 1
148 33 1 1 1
67 13 1 2 1
100 16 5 2 0
79 14 3 0 1
42 8 2 0 1
73 11 3 0 1
133 24 1 0 1
110 17 4 0 1
754 128 10 1 1
178 31 6 1 1
143 25 3 0 1
76 14 4 0 1
151 24 5 1 1
122 20 5 2 1
491 91 0 1 0
45 10 3 0 1
159 27 6 2 1
155 27 7 0 1
54 8 2 0 1
126 20 5 0 1
80 15 1 0 1
69 13 2 0 1
169 32 3 4 1
251 38 4 1 0
136 26 7 1 1
379 71 3 1 1
80 16 3 0 1
144 25 3 1 1
85 12 3 0 1
51 12 0 2 0
66 13 3 0 1
139 23 5 1 1
137 28 5 1 1
77 12 4 0 1
50 9 4 0 1
52 8 5 0 1
127 26 3 1 0
82 16 3 0 1
42 8 3 0 1
71 15 2 0 1
132 20 4 0 1
75 13 2 0 1
43 8 4 0 1
82 14 2 0 1
77 14 3 0 1
112 18 5 1 1
67 13 1 0 1
56 10 2 0 1
44 6 4 0 1
166 28 3 0 1
50 8 3 0 1
46 7 3 0 1
74 13 3 0 1
532 83 2 1 0
78 12 4 0 1
51 10 3 0 1
50 9 0 0 1
141 25 2 0 1
90 14 2 0 1
49 8 3 0 1
58 11 2 1 1
69 11 5 0 1
54 8 4 0 1
55 11 3 0 1
181 29 2 0 1
113 25 2 1 1
146 27 1 0 1
41 7 2 0 1
58 10 2 0 1
87 11 2 0 1
45 5 0 1 1
57 10 2 0 1
42 11 0 0 1
52 9 1 1 1
77 11 5 0 1
194 30 5 0 1
51 9 3 0 1
65 12 1 1 1
47 6 2 0 1
91 17 3 0 1
60 9 3 0 1
61 11 1 0 1
39 7 2 0 1
90 13 5 0 1
86 15 3 0 1
53 9 3 0 1
84 15 3 0 1
83 14 4 0 1
55 10 3 0 1
120 21 5 0 1
47 8 3 0 1
36 6 2 0 1
102 18 2 0 1
21 3 2 0 1
151 24 5 2 1
59 7 2 0 1
66 13 1 1 0
152 26 2 1 1
209 32 4 3 1
143 27 5 0 1
149 25 4 1 1
101 18 5 0 1
56 8 3 0 1
163 29 3 3 1
66 14 2 0 0
104 23 0 4 0
133 23 4 1 1
56 10 3 0 1
235 42 6 1 1
312 64 6 1 1
86 11 5 0 1
316 60 3 1 1
73 12 3 0 1
66 12 3 0 1
353 69 1 0 0
192 41 4 0 1
100 20 2 0 1
47 8 2 0 1
80 14 4 0 1
100 16 5 0 1
60 11 2 0 1
75 16 0 0 0
37 8 2 0 1
68 13 4 0 0
103 16 2 0 1
76 13 3 0 1
303 59 2 1 1
120 23 2 2 0
56 9 4 0 1
67 12 5 0 1
79 12 2 0 1
106 21 5 1 1
48 9 2 0 1
59 10 4 0 1
226 39 3 2 1
182 31 1 0 1
99 18 1 0 1
278 51 4 1 1
149 25 7 0 1
101 17 4 0 1
103 17 2 0 1
109 19 3 1 1
90 14 2 0 1
194 31 7 0 0
58 9 2 0 1
142 23 3 1 1
175 30 6 0 1
45 8 2 0 1
136 23 4 0 1
70 17 2 1 1
150 25 3 0 1
82 15 2 1 1
70 14 3 1 1
180 30 9 2 1
127 23 3 1 1
103 21 4 0 1
168 28 4 0 1
174 29 4 1 1
135 23 3 0 1
68 12 1 2 0
70 12 2 1 1
71 12 2 0 1
92 15 4 0 1
57 11 3 0 1
89 17 3 1 0
149 26 2 2 0
111 23 1 0 1
107 16 5 0 1
276 51 6 0 1
145 27 5 0 1
57 8 2 0 1
112 20 1 0 1
46 7 3 0 1
69 12 5 1 1
269 48 1 0 1
46 7 1 0 1
185 31 1 4 0
102 18 4 0 1
82 15 4 1 1
94 16 4 1 1
532 83 2 1 0
74 13 3 0 1
224 40 6 2 1
195 36 6 2 1
108 19 4 1 1
43 8 3 0 1
112 24 2 0 1
220 36 10 0 1
101 19 2 0 1
57 11 2 0 0
107 21 0 1 1
51 8 3 0 1
94 18 3 0 1
134 24 4 0 1
79 12 4 0 1
170 35 2 0 1
207 40 5 1 0
60 13 3 1 0
102 16 1 0 1
210 37 1 1 0
201 34 2 0 1
80 16 4 0 1
113 21 4 0 1
84 12 2 1 1
66 15 4 0 1
82 16 2 1 1
720 141 17 4 1
50 8 3 0 1
78 13 3 0 1
210 40 4 1 0
43 9 3 0 1
83 12 2 1 1
154 30 3 1 1
157 28 2 1 1
62 15 2 1 1
172 29 3 2 1
122 24 3 2 1
63 12 2 0 1
109 21 1 0 1
147 25 2 1 1
47 10 2 0 1
111 17 2 0 1
88 16 0 0 1
53 8 5 0 1
87 10 3 0 1
38 6 2 1 1
45 6 3 0 1
142 24 6 0 1
56 9 3 1 1
51 12 1 0 1
55 10 4 0 1
47 8 3 0 1
82 16 6 0 1
46 8 3 0 1
93 15 3 0 1
485 90 5 2 0
208 33 5 0 1
56 9 5 0 1
182 36 4 1 1
69 12 3 0 1
204 41 4 2 1
94 15 2 0 1
185 35 5 1 1
153 26 6 1 1
63 12 2 0 1
139 26 5 0 1
52 9 4 0 1
67 10 4 0 1
65 10 3 0 1
190 33 4 1 1
91 12 4 0 1
37 8 4 1 0
252 41 5 1 1
55 9 1 0 1
115 23 1 0 1
110 20 3 0 1
150 28 3 0 1
50 8 2 0 1
351 57 4 2 0
84 17 4 0 1
118 19 5 0 1
84 14 6 0 1
82 15 2 0 1
90 19 4 0 1
57 7 0 1 1
74 13 3 0 1
95 16 4 0 1
190 29 1 3 1
45 9 2 0 1
509 90 7 1 1
118 21 2 1 1
154 30 6 0 1
157 32 4 0 1
46 7 0 0 1
85 15 2 0 1
84 15 3 0 1
187 36 2 0 0
149 31 2 4 1
92 12 4 0 1
97 18 0 1 1
329 62 5 1 1
302 57 0 3 0
50 9 3 0 1
82 15 2 0 1
73 12 2 1 1
223 37 2 1 1
48 6 3 0 1
223 36 7 1 1
590 106 4 2 1
432 80 6 4 1
61 10 4 0 1
242 35 3 1 1
431 72 4 2 0
69 10 1 1 1
44 8 3 0 1
47 11 3 0 1
29 6 2 0 0
72 11 3 0 1
199 32 6 1 1
71 11 4 0 1
44 9 1 0 1
60 13 3 0 1
197 36 5 1 1
121 21 4 0 1
62 11 2 0 1
162 29 6 0 1
55 9 4 0 1
255 44 6 0 1
138 27 3 0 1
104 18 5 0 1
50 9 2 0 1
49 10 3 0 1
144 24 4 0 1
80 15 2 0 1
127 19 5 1 1
47 12 2 0 1
299 52 8 1 1
177 29 4 0 1
74 13 3 0 1
103 19 3 2 1
532 83 2 1 0
65 12 3 0 1
62 11 3 0 1
123 26 4 0 0
59 11 2 0 1
130 23 5 0 1
147 27 5 3 1
286 53 4 1 1
109 16 1 0 1
114 22 5 0 1
48 8 1 1 1
94 14 4 0 1
116 19 2 0 1
68 13 1 0 1
118 24 3 1 1
98 20 6 0 1
101 21 0 2 0
94 18 1 0 1
116 18 2 2 1
94 14 3 0 1
114 17 4 0 1
222 38 4 2 1
61 10 3 0 1
175 29 4 1 1
61 12 2 0 1
63 13 1 0 1
163 33 3 0 1
142 30 2 1 1
132 25 5 0 1
60 11 5 1 1
42 7 3 1 1
91 16 3 0 1
240 40 3 4 1
35 6 1 0 1
178 34 3 0 1
105 20 3 0 1
47 8 4 0 1
77 12 3 0 1
101 15 0 2 1
47 8 2 0 1
86 16 3 0 1
103 15 4 0 1
74 13 3 0 1
532 83 2 1 0
56 7 2 2 1
123 21 4 2 1
93 16 4 0 1
104 19 2 1 1
49 9 0 0 1
70 10 3 0 1
237 46 1 3 0
43 8 3 0 1
206 39 1 3 0
74 17 0 0 0
147 26 6 0 1
129 23 6 0 1
134 23 0 2 1
166 31 0 5 0
140 30 3 1 1
47 7 2 0 1
194 35 5 4 1
133 24 5 0 1
101 19 3 0 1
42 7 3 0 1
175 34 1 3 1
133 24 1 2 1
201 35 7 0 1
127 18 4 0 1
103 20 2 0 1
77 11 5 0 1
246 45 3 0 1
73 14 3 0 1
266 56 3 1 0
114 22 1 0 1
82 15 3 0 1
72 13 4 0 1
117 24 4 1 1
45 9 3 0 1
81 18 0 1 0
43 5 3 0 1
52 9 2 0 1
154 26 2 0 1
77 13 3 0 1
63 11 4 1 1
825 135 13 6 1
216 41 2 0 1
183 33 2 0 1
39 6 3 1 1
56 10 4 0 1
70 12 3 0 1
40 8 4 0 1
57 9 0 0 0
37 6 2 0 1
108 18 3 0 1
60 9 3 0 1
58 12 2 0 1
42 7 3 0 1
189 36 7 1 1
104 21 0 0 1
104 21 1 0 1
116 23 5 0 1
95 16 4 0 1
264 46 4 1 1
82 14 3 0 1
117 18 4 0 1
50 8 1 0 1
77 14 4 0 1
76 15 0 0 1
40 9 2 1 1
47 8 2 0 1
